Stadium,Match format,Bowling Hand,Over number,Bowler type,Delivery type,Bowler name,Runs/W
Mirpur,ODI,Right,7.1,Fast,Straight Seam,Suranga Lakmal,0
Mirpur,ODI,Right,7.2,Fast,Inswinger,Suranga Lakmal,0
Mirpur,ODI,Right,7.3,Fast,Straight Seam,Suranga Lakmal,2
Mirpur,ODI,Right,7.4,Fast,Outswinger,Suranga Lakmal,0
Mirpur,ODI,Right,7.5,Fast,Straight Seam,Suranga Lakmal,0
Mirpur,ODI,Right,7.6,Fast,Outswinger,Suranga Lakmal,4
Mirpur,ODI,Right,8.3,Fast,Outswinger,Nuwan Kulasekara,1
Mirpur,ODI,Right,8.6,Fast,Straight Seam,Nuwan Kulasekara,1
Mirpur,ODI,Right,9.1,Fast,Outswinger,Suranga Lakmal,1
Mirpur,ODI,Right,9.6,Fast,Inswinger,Suranga Lakmal,2
Mirpur,ODI,Right,10.4,Fast,Straight Seam,T.Dilshan,0
Mirpur,ODI,Right,10.5,Fast,Inswinger,T.Dilshan,1
Mirpur,ODI,Right,11.1,Fast,Inswinger,S.Prasanna,1
Mirpur,ODI,Right,11.3,Fast,Straight Seam,S.Prasanna,1
Mirpur,ODI,Right,11.6,Fast,Straight Seam,S.Prasanna,1
Mirpur,ODI,Right,12.1,Fast,Inswinger,T.Dilshan,1
Mirpur,ODI,Right,13.1,Fast,Straight Seam,S.Prasanna,0
Mirpur,ODI,Right,13.2,Fast,Straight Seam,S.Prasanna,0
Mirpur,ODI,Right,13.3,Fast,Outswinger,S.Prasanna,0
Mirpur,ODI,Right,13.4,Fast,Straight Seam,S.Prasanna,1
Mirpur,ODI,Right,14.5,Fast,Inswinger,T.Dilshan,1
Mirpur,ODI,Right,15.2,Fast,Straight Seam,Farveez Mahroof,1
Mirpur,ODI,Right,15.4,Fast,Outswinger,Farveez Mahroof,0
Mirpur,ODI,Right,15.5,Fast,Straight Seam,Farveez Mahroof,1
Mirpur,ODI,Right,16.1,Fast,Outswinger,S.Prasanna,1
Mirpur,ODI,Right,16.4,Fast,Straight Seam,S.Prasanna,1
Mirpur,ODI,Right,16.6,Fast,Inswinger,S.Prasanna,1
Mirpur,ODI,Right,17.1,Fast,Bouncer,Farveez Mahroof,0
Mirpur,ODI,Right,17.2,Fast,Straight Seam,Farveez Mahroof,1
Mirpur,ODI,Right,17.4,Fast,Inswinger,Farveez Mahroof,0
Mirpur,ODI,Right,17.5,Fast,Straight Seam,Farveez Mahroof,0
Mirpur,ODI,Right,17.6,Fast,Bouncer,Farveez Mahroof,0
Mirpur,ODI,Right,18.4,Fast,Straight Seam,Nuwan Kulasekara,0
Mirpur,ODI,Right,18.5,Fast,Inswinger,Nuwan Kulasekara,1
Mirpur,ODI,Right,19.3,Fast,Straight Seam,Farveez Mahroof,1
Mirpur,ODI,Right,20.1,Fast,Inswinger,T.Dilshan,1
Mirpur,ODI,Right,20.4,Fast,Straight Seam,T.Dilshan,1
Mirpur,ODI,Right,20.6,Fast,Bouncer,T.Dilshan,1
Mirpur,ODI,Right,21.1,Fast,Straight Seam,Farveez Mahroof,0
Mirpur,ODI,Right,21.2,Fast,Bouncer,Farveez Mahroof,0
Mirpur,ODI,Right,21.3,Fast,Inswinger,Farveez Mahroof,1
Mirpur,ODI,Right,21.4,Fast,Straight Seam,Farveez Mahroof,1
Mirpur,ODI,Right,21.6,Fast,Inswinger,Farveez Mahroof,1
Mirpur,ODI,Right,22.1,Fast,Straight Seam,T.Dilshan,1
Mirpur,ODI,Right,22.5,Fast,Bouncer,T.Dilshan,1
Mirpur,ODI,Right,23.2,Fast,Bouncer,Farveez Mahroof,1
Mirpur,ODI,Right,23.4,Fast,Straight Seam,Farveez Mahroof,0
Mirpur,ODI,Right,23.5,Fast,Straight Seam,Farveez Mahroof,1
Mirpur,ODI,Right,24.1,Fast,Inswinger,T.Dilshan,1
Mirpur,ODI,Right,24.3,Fast,Straight Seam,T.Dilshan,1
Mirpur,ODI,Right,24.5,Fast,Inswinger,T.Dilshan,0
Mirpur,ODI,Right,24.6,Fast,Bouncer,T.Dilshan,0
Mirpur,ODI,Right,25.2,Fast,Straight Seam,S.Prasanna,1
Mirpur,ODI,Right,25.4,Fast,Bouncer,S.Prasanna,1
Mirpur,ODI,Right,26.1,Fast,Straight Seam,T.Dilshan,1
Mirpur,ODI,Right,26.3,Fast,Inswinger,T.Dilshan,1
Mirpur,ODI,Right,26.6,Fast,Straight Seam,T.Dilshan,4
Mirpur,ODI,Right,27.5,Fast,Inswinger,S.Prasanna,1
Mirpur,ODI,Right,28.2,Fast,Straight Seam,T.Dilshan,0
Mirpur,ODI,Right,28.3,Fast,Bouncer,T.Dilshan,1
Mirpur,ODI,Right,28.5,Fast,Inswinger,T.Dilshan,1
Mirpur,ODI,Right,29.2,Fast,Inswinger,S.Prasanna,1
Mirpur,ODI,Right,29.3,Fast,Straight Seam,S.Prasanna,0
Mirpur,ODI,Right,29.4,Fast,Bouncer,S.Prasanna,4
Mirpur,ODI,Right,29.5,Fast,Bouncer,S.Prasanna,0
Mirpur,ODI,Right,29.6,Fast,Straight Seam,S.Prasanna,0
Mirpur,ODI,Right,30.2,Fast,Straight Seam,T.Dilshan,4
Mirpur,ODI,Right,30.3,Fast,Inswinger,T.Dilshan,1
Mirpur,ODI,Right,30.5,Fast,Inswinger,T.Dilshan,0
Mirpur,ODI,Right,30.6,Fast,Straight Seam,T.Dilshan,2
Mirpur,ODI,Right,31.2,Fast,Bouncer,S.Prasanna,0
Mirpur,ODI,Right,31.3,Fast,Inswinger,S.Prasanna,0
Mirpur,ODI,Right,31.4,Fast,Straight Seam,S.Prasanna,2
Mirpur,ODI,Right,31.5,Fast,Bouncer,S.Prasanna,1
Mirpur,ODI,Right,32.2,Fast,Straight Seam,T.Dilshan,2
Mirpur,ODI,Right,32.3,Fast,Inswinger,T.Dilshan,1
Mirpur,ODI,Right,32.5,Fast,Straight Seam,T.Dilshan,1
Mirpur,ODI,Right,33.1,Fast,Bouncer,S.Prasanna,2
Mirpur,ODI,Right,33.2,Fast,Straight Seam,S.Prasanna,0
Mirpur,ODI,Right,33.3,Fast,Inswinger,S.Prasanna,2
Mirpur,ODI,Right,33.4,Fast,Straight Seam,S.Prasanna,1
Mirpur,ODI,Right,33.6,Fast,Straight Seam,S.Prasanna,0
Mirpur,ODI,Right,34.2,Fast,Bouncer,C. kapugedera ,0
Mirpur,ODI,Right,34.3,Fast,Straight Seam,C. kapugedera ,0
Mirpur,ODI,Right,34.4,Fast,Inswinger,C. kapugedera ,1
Mirpur,ODI,Right,34.6,Fast,Bouncer,C. kapugedera ,4
Mirpur,ODI,Right,35.4,Fast,Straight Seam,Farveez Mahroof,1
Mirpur,ODI,Right,35.6,Fast,Inswinger,Farveez Mahroof,0
Mirpur,ODI,Right,36.2,Fast,Straight Seam,Suranga Lakmal,4
Mirpur,ODI,Right,36.3,Fast,Bouncer,Suranga Lakmal,0
Mirpur,ODI,Right,36.4,Fast,Straight Seam,Suranga Lakmal,0
Mirpur,ODI,Right,36.5,Fast,Bouncer,Suranga Lakmal,1
Mirpur,ODI,Right,37.1,Fast,Straight Seam,Farveez Mahroof,0
Mirpur,ODI,Right,37.2,Fast,Straight Seam,Farveez Mahroof,1
Mirpur,ODI,Right,37.4,Fast,Inswinger,Farveez Mahroof,1
Mirpur,ODI,Right,38.2,Fast,Straight Seam,Suranga Lakmal,0
Mirpur,ODI,Right,38.3,Fast,Straight Seam,Suranga Lakmal,1
Mirpur,ODI,Right,38.5,Fast,Bouncer,Suranga Lakmal,2
Mirpur,ODI,Right,38.6,Fast,Straight Seam,Suranga Lakmal,2
Mirpur,ODI,Right,39.2,Fast,Inswinger,Nuwan Kulasekara,2
Mirpur,ODI,Right,39.3,Fast,Inswinger,Nuwan Kulasekara,1
Mirpur,ODI,Right,39.5,Fast,Straight Seam,Nuwan Kulasekara,1
Mirpur,ODI,Right,40.1,Fast,Bouncer,Farveez Mahroof,1
Mirpur,ODI,Right,40.4,Fast,Straight Seam,Farveez Mahroof,1
Mirpur,ODI,Right,41.1,Fast,Inswinger,Nuwan Kulasekara,0
Mirpur,ODI,Right,41.2,Fast,Straight Seam,Nuwan Kulasekara,1
Mirpur,ODI,Right,41.3,Fast,Straight Seam,Nuwan Kulasekara,1
Mirpur,ODI,Right,41.4,Fast,Inswinger,Farveez Mahroof,4
Mirpur,ODI,Right,41.5,Fast,Straight Seam,Farveez Mahroof,1
Mirpur,ODI,Right,41.6,Fast,Bouncer,Farveez Mahroof,2
Mirpur,ODI,Right,42.2,Fast,Straight Seam,Farveez Mahroof,0
Mirpur,ODI,Right,42.3,Fast,Inswinger,Farveez Mahroof,0
Mirpur,ODI,Right,42.4,Fast,Straight Seam,Farveez Mahroof,0
Mirpur,ODI,Right,42.5,Fast,Straight Seam,Farveez Mahroof,W
Mirpur,ODI,Right,5.6,Fast,Straight Seam,Shafiul Islam,0
Mirpur,ODI,Right,6.5,Fast,Inswinger,Shahadat Hossain,0
Mirpur,ODI,Right,6.6,Fast,Straight Seam,Shahadat Hossain,4
Mirpur,ODI,Right,7.3,Fast,Inswinger,Shafiul Islam,0
Mirpur,ODI,Right,7.4,Fast,Straight Seam,Shafiul Islam,0
Mirpur,ODI,Right,7.5,Fast,Straight Seam,Shafiul Islam,0
Mirpur,ODI,Right,7.6,Fast,Inswinger,Shafiul Islam,4
Mirpur,ODI,Right,8.3,Spin,Doosra,Shakib Al Hasan,1
Mirpur,ODI,Right,9.3,Fast,Straight Seam,Shafiul Islam,0
Mirpur,ODI,Right,9.4,Fast,Straight Seam,Shafiul Islam,1
Mirpur,ODI,Right,10.2,Fast,Inswinger,Shahadat Hossain,1
Mirpur,ODI,Right,10.5,Fast,Straight Seam,Shahadat Hossain,0
Mirpur,ODI,Right,10.6,Fast,Inswinger,Shahadat Hossain,4
Mirpur,ODI,Left,11.3,Spin,Topspin ,Abdur Razzak,0
Mirpur,ODI,Left,11.4,Spin,Topspin ,Abdur Razzak,1
Mirpur,ODI,Right,12.1,Fast,Straight Seam,Shahadat Hossain,0
Mirpur,ODI,Right,12.2,Fast,Straight Seam,Shahadat Hossain,0
Mirpur,ODI,Right,12.3,Fast,Straight Seam,Shahadat Hossain,1
Mirpur,ODI,Right,12.5,Fast,Straight Seam,Shahadat Hossain,0
Mirpur,ODI,Right,12.6,Fast,Straight Seam,Shahadat Hossain,1
Mirpur,ODI,Left,13.1,Spin,Doosra,Abdur Razzak,0
Mirpur,ODI,Left,13.2,Spin,Topspin ,Abdur Razzak,0
Mirpur,ODI,Left,13.3,Spin,Straight Seam,Abdur Razzak,1
Mirpur,ODI,Right,14.1,Fast,Inswinger,Shahadat Hossain,0
Mirpur,ODI,Right,14.2,Fast,Straight Seam,Shahadat Hossain,0
Mirpur,ODI,Right,14.3,Fast,Straight Seam,Shahadat Hossain,1
Mirpur,ODI,Right,14.5,Fast,Inswinger,Shahadat Hossain,1
Mirpur,ODI,Left,15.1,Spin,Straight Seam,Abdur Razzak,0
Mirpur,ODI,Left,15.2,Spin,Doosra,Abdur Razzak,0
Mirpur,ODI,Left,15.3,Spin,Straight Seam,Abdur Razzak,0
Mirpur,ODI,Left,15.4,Spin,Topspin ,Abdur Razzak,1
Mirpur,ODI,Right,16.5,Spin,Topspin ,Shakib Al Hasan,1
Mirpur,ODI,Left,17.1,Spin,Straight Seam,Abdur Razzak,0
Mirpur,ODI,Left,17.2,Spin,Off Spin,Abdur Razzak,1
Mirpur,ODI,Left,17.6,Spin,Off Spin,Abdur Razzak,0
Mirpur,ODI,Left,19.3,Spin,Off Spin,Abdur Razzak,1
Mirpur,ODI,Left,19.5,Spin,Off Spin,Abdur Razzak,1
Mirpur,ODI,Right,20.1,Spin,Leg Spin,Shakib Al Hasan,1
Mirpur,ODI,Right,20.3,Spin,Leg Spin,Shakib Al Hasan,1
Mirpur,ODI,Right,20.5,Spin,Leg Spin,Shakib Al Hasan,1
Mirpur,ODI,Right,21.3,Spin,Off Spin,Mahmudullah Riyad,0
Mirpur,ODI,Right,21.4,Spin,Off Spin,Mahmudullah Riyad,2
Mirpur,ODI,Right,21.5,Spin,Off Spin,Mahmudullah Riyad,1
Mirpur,ODI,Right,22.1,Spin,Off Spin,Nasir Hossain,4
Mirpur,ODI,Right,22.2,Spin,Off Spin,Nasir Hossain,0
Mirpur,ODI,Right,22.3,Spin,Off Spin,Nasir Hossain,1
Mirpur,ODI,Right,22.6,Spin,Off Spin,Nasir Hossain,0
Mirpur,ODI,Right,23.2,Spin,Leg Spin,shakib Al Hasan,1
Mirpur,ODI,Right,23.4,Spin,Leg Spin,shakib Al Hasan,1
Mirpur,ODI,Right,23.6,Spin,Leg Spin,shakib Al Hasan,1
Mirpur,ODI,Right,24.1,Spin,Off Spin,Mahmudullah Riyad,0
Mirpur,ODI,Right,24.2,Spin,Off Spin,Mahmudullah Riyad,2
Mirpur,ODI,Right,24.3,Spin,Off Spin,Mahmudullah Riyad,1
Mirpur,ODI,Right,24.6,Spin,Off Spin,Mahmudullah Riyad,1
Mirpur,ODI,Right,25.1,Spin,Leg Spin,Shakib Al Hasan,1
Mirpur,ODI,Right,26.3,Spin,Off Spin,Mahmudullah Riyad,1
Mirpur,ODI,Right,26.5,Spin,Off Spin,Mahmudullah Riyad,1
Mirpur,ODI,Right,27.2,Fast,Off Spin,Mashrafe Bin Mortaza,0
Mirpur,ODI,Right,27.3,Fast,Off Spin,Mashrafe Bin Mortaza,0
Mirpur,ODI,Right,27.4,Fast,Off Spin,Mashrafe Bin Mortaza,0
Mirpur,ODI,Right,27.5,Fast,Off Spin,Mashrafe Bin Mortaza,1
Mirpur,ODI,Right,28.2,Spin,Off Spin,Mahmudullah Riyad,1
Mirpur,ODI,Right,28.4,Spin,Off Spin,Mahmudullah Riyad,1
Mirpur,ODI,Right,28.6,Spin,Off Spin,Mahmudullah Riyad,1
Mirpur,ODI,Right,29.1,Fast,Straight Seam,Mashrafe Bin Mortaza,1
Mirpur,ODI,Right,29.4,Fast,Inswinger,Mashrafe Bin Mortaza,4
Mirpur,ODI,Right,29.5,Fast,Straight Seam,Mashrafe Bin Mortaza,0
Mirpur,ODI,Right,29.6,Fast,Inswinger,Mashrafe Bin Mortaza,1
Mirpur,ODI,Left,30.1,Spin,Off Spin,Abdur Razzak,1
Mirpur,ODI,Left,30.3,Spin,Off Spin,Abdur Razzak,1
Mirpur,ODI,Right,31.2,Fast,Straight Seam,Mashrafe Bin Mortaza,1
Mirpur,ODI,Right,31.5,Fast,Inswinger,Mashrafe Bin Mortaza,0
Mirpur,ODI,Right,31.6,Fast,Straight Seam,Mashrafe Bin Mortaza,1
Mirpur,ODI,Right,32.1,Fast,Straight Seam,Shahadat Hossain,1
Mirpur,ODI,Right,32.5,Fast,Straight Seam,Shahadat Hossain,0
Mirpur,ODI,Right,32.6,Fast,Inswinger,Shahadat Hossain,0
Mirpur,ODI,Right,34.1,Fast,Straight Seam,Shahadat Hossain,0
Mirpur,ODI,Right,34.2,Fast,Inswinger,Shahadat Hossain,0
Mirpur,ODI,Right,34.3,Fast,Straight Seam,Shahadat Hossain,1
Mirpur,ODI,Left,35.1,Spin,Straight Seam,Abdur Razzak,2
Mirpur,ODI,Left,35.2,Spin,Straight Seam,Abdur Razzak,1
Mirpur,ODI,Left,35.5,Spin,Topspin ,Abdur Razzak,W
Mirpur,ODI,Right,0.3,Spin,Off Spin,Mohammad Hafeez,0
Mirpur,ODI,Right,0.4,Spin,Off Spin,Mohammad Hafeez,1
Mirpur,ODI,Right,0.6,Spin,Off Spin,Mohammad Hafeez,1
Mirpur,ODI,Right,1.1,Fast,Straight Seam,Umar Gul,0
Mirpur,ODI,Right,1.2,Fast,Straight Seam,Umar Gul,0
Mirpur,ODI,Right,1.3,Fast,Straight Seam,Umar Gul,0
Mirpur,ODI,Right,1.4,Fast,Straight Seam,Umar Gul,0
Mirpur,ODI,Right,1.6,Fast,Straight Seam,Umar Gul,4
Mirpur,ODI,Right,2.3,Fast,Straight Seam,Aizaz Cheema,4
Mirpur,ODI,Right,2.4,Fast,Straight Seam,Aizaz Cheema,1
Mirpur,ODI,Right,3.1,Fast,Straight Seam,Umar Gul,0
Mirpur,ODI,Right,3.2,Fast,Straight Seam,Umar Gul,0
Mirpur,ODI,Right,3.3,Fast,Straight Seam,Umar Gul,0
Mirpur,ODI,Right,3.4,Fast,Straight Seam,Umar Gul,0
Mirpur,ODI,Right,3.5,Fast,Straight Seam,Umar Gul,0
Mirpur,ODI,Right,3.6,Fast,Straight Seam,Umar Gul,4
Mirpur,ODI,Right,4.4,Fast,Straight Seam,Aizaz Cheema,0
Mirpur,ODI,Right,4.5,Fast,Straight Seam,Aizaz Cheema,1
Mirpur,ODI,Right,5.1,Fast,Straight Seam,Umar Gul,0
Mirpur,ODI,Right,5.2,Fast,Straight Seam,Umar Gul,0
Mirpur,ODI,Right,5.3,Fast,Straight Seam,Umar Gul,1
Mirpur,ODI,Right,5.5,Fast,Straight Seam,Umar Gul,2
Mirpur,ODI,Right,5.6,Fast,Straight Seam,Umar Gul,0
Mirpur,ODI,Right,6.4,Fast,Straight Seam,Aizaz Cheema,0
Mirpur,ODI,Right,6.5,Fast,Straight Seam,Aizaz Cheema,0
Mirpur,ODI,Right,6.6,Fast,Straight Seam,Aizaz Cheema,2
Mirpur,ODI,Right,7.2,Fast,Straight Seam,Umar Gul,0
Mirpur,ODI,Right,7.3,Fast,Straight Seam,Umar Gul,0
Mirpur,ODI,Right,7.4,Fast,Straight Seam,Umar Gul,1
Mirpur,ODI,Right,8.1,Fast,Straight Seam,Aizaz Cheema,1
Mirpur,ODI,Right,9.1,Spin,Off Spin,Saeed Ajmal,0
Mirpur,ODI,Right,9.2,Spin,Off Spin,Saeed Ajmal,0
Mirpur,ODI,Right,9.3,Spin,Off Spin,Saeed Ajmal,0
Mirpur,ODI,Right,9.4,Spin,Off Spin,Saeed Ajmal,1
Mirpur,ODI,Right,10.3,Spin,Leg Spin,Shahid Afridi,1
Mirpur,ODI,Right,10.5,Spin,Leg Spin,Shahid Afridi,0
Mirpur,ODI,Right,10.6,Spin,Leg Spin,Shahid Afridi,2
Mirpur,ODI,Right,11.2,Spin,Off Spin,Mohammad Hafeez,1
Mirpur,ODI,Right,11.6,Spin,Off Spin,Mohammad Hafeez,1
Mirpur,ODI,Right,12.1,Spin,Leg Spin,Shahid Afridi,0
Mirpur,ODI,Right,12.2,Spin,Leg Spin,Shahid Afridi,1
Mirpur,ODI,Right,12.5,Spin,Leg Spin,Shahid Afridi,4
Mirpur,ODI,Right,12.6,Spin,Leg Spin,Shahid Afridi,2
Mirpur,ODI,Right,13.2,Spin,Off Spin,Mohammad Hafeez,0
Mirpur,ODI,Right,13.3,Spin,Off Spin,Mohammad Hafeez,1
Mirpur,ODI,Right,13.5,Spin,Off Spin,Mohammad Hafeez,1
Mirpur,ODI,Right,14.1,Fast,Straight Seam,Wahab Riaz,4
Mirpur,ODI,Right,14.2,Fast,Straight Seam,Wahab Riaz,2
Mirpur,ODI,Right,14.3,Fast,Straight Seam,Wahab Riaz,1
Mirpur,ODI,Right,15.1,Spin,Off Spin,Saeed Ajmal,1
Mirpur,ODI,Right,15.5,Spin,Off Spin,Saeed Ajmal,0
Mirpur,ODI,Right,15.6,Spin,Off Spin,Saeed Ajmal,4
Mirpur,ODI,Right,16.2,Fast,Straight Seam,Wahab Riaz,4
Mirpur,ODI,Right,16.3,Fast,Straight Seam,Wahab Riaz,1
Mirpur,ODI,Right,16.6,Fast,Straight Seam,Wahab Riaz,1
Mirpur,ODI,Right,17.1,Spin,Off Spin,Saeed Ajmal,0
Mirpur,ODI,Right,17.2,Spin,Off Spin,Saeed Ajmal,0
Mirpur,ODI,Right,17.3,Spin,Off Spin,Saeed Ajmal,0
Mirpur,ODI,Right,17.4,Spin,Off Spin,Saeed Ajmal,0
Mirpur,ODI,Right,17.5,Spin,Off Spin,Saeed Ajmal,0
Mirpur,ODI,Right,17.6,Spin,Off Spin,Saeed Ajmal,1
Mirpur,ODI,Right,18.1,Fast,Straight Seam,Wahab Riaz,6
Mirpur,ODI,Right,18.2,Fast,Straight Seam,Wahab Riaz,0
Mirpur,ODI,Right,18.3,Fast,Straight Seam,Wahab Riaz,0
Mirpur,ODI,Right,18.3,Fast,Straight Seam,Wahab Riaz,4
Mirpur,ODI,Right,18.4,Fast,Straight Seam,Wahab Riaz,1
Mirpur,ODI,Right,18.6,Fast,Straight Seam,Wahab Riaz,4
Mirpur,ODI,Right,19.2,Spin,Off Spin,Saeed Ajmal,1
Mirpur,ODI,Right,20.1,Spin,Leg Spin,Shahid Afridi,0
Mirpur,ODI,Right,20.2,Spin,Leg Spin,Shahid Afridi,2
Mirpur,ODI,Right,20.3,Spin,Leg Spin,Shahid Afridi,0
Mirpur,ODI,Right,20.4,Spin,Leg Spin,Shahid Afridi,0
Mirpur,ODI,Right,20.5,Spin,Leg Spin,Shahid Afridi,1
Mirpur,ODI,Right,21.1,Spin,Off Spin,Saeed Ajmal,0
Mirpur,ODI,Right,21.2,Spin,Off Spin,Saeed Ajmal,0
Mirpur,ODI,Right,21.5,Spin,Off Spin,Saeed Ajmal,4
Mirpur,ODI,Right,21.6,Spin,Off Spin,Saeed Ajmal,4
Mirpur,ODI,Right,22.2,Spin,Leg Spin,Shahid Afridi,2
Mirpur,ODI,Right,22.3,Spin,Leg Spin,Shahid Afridi,1
Mirpur,ODI,Right,22.5,Spin,Leg Spin,Shahid Afridi,1
Mirpur,ODI,Right,23.3,Spin,Off Spin,Mohammad Hafeez,1
Mirpur,ODI,Right,23.5,Spin,Off Spin,Mohammad Hafeez,1
Mirpur,ODI,Right,25.3,Spin,Off Spin,Mohammad Hafeez,0
Mirpur,ODI,Right,25.4,Spin,Off Spin,Mohammad Hafeez,1
Mirpur,ODI,Right,25.6,Spin,Off Spin,Mohammad Hafeez,0
Mirpur,ODI,Right,27.1,Spin,Off Spin,Mohammad Hafeez,1
Mirpur,ODI,Right,27.3,Spin,Off Spin,Mohammad Hafeez,1
Mirpur,ODI,Right,27.6,Spin,Off Spin,Mohammad Hafeez,0
Mirpur,ODI,Right,29.1,Spin,Off Spin,Mohammad Hafeez,0
Mirpur,ODI,Right,29.2,Spin,Off Spin,Mohammad Hafeez,1
Mirpur,ODI,Right,30.1,Fast,Straight Seam,Aizaz Cheema,1
Mirpur,ODI,Right,30.3,Fast,Straight Seam,Aizaz Cheema,0
Mirpur,ODI,Right,30.4,Fast,Straight Seam,Aizaz Cheema,1
Mirpur,ODI,Right,31.1,Spin,Off Spin,Mohammad Hafeez,1
Mirpur,ODI,Right,31.3,Spin,Off Spin,Mohammad Hafeez,0
Mirpur,ODI,Right,31.4,Spin,Off Spin,Mohammad Hafeez,1
Mirpur,ODI,Right,32.2,Fast,Straight Seam,Aizaz Cheema,0
Mirpur,ODI,Right,32.3,Fast,Straight Seam,Aizaz Cheema,1
Mirpur,ODI,Right,33.1,Spin,Off Spin,Mohammad Hafeez,2
Mirpur,ODI,Right,33.2,Spin,Off Spin,Mohammad Hafeez,1
Mirpur,ODI,Right,33.5,Spin,Off Spin,Mohammad Hafeez,1
Mirpur,ODI,Right,34.1,Fast,Straight Seam,Aizaz Cheema,1
Mirpur,ODI,Right,35.3,Spin,Off Spin,Saeed Ajmal,4
Mirpur,ODI,Right,35.4,Spin,Off Spin,Saeed Ajmal,0
Mirpur,ODI,Right,35.5,Spin,Off Spin,Saeed Ajmal,4
Mirpur,ODI,Right,35.6,Spin,Off Spin,Saeed Ajmal,1
Mirpur,ODI,Right,36.1,Fast,Straight Seam,Umar Gul,2
Mirpur,ODI,Right,36.2,Fast,Straight Seam,Umar Gul,0
Mirpur,ODI,Right,36.3,Fast,Straight Seam,Umar Gul,0
Mirpur,ODI,Right,36.4,Fast,Straight Seam,Umar Gul,1
Mirpur,ODI,Right,36.6,Fast,Straight Seam,Umar Gul,4
Mirpur,ODI,Right,37.4,Spin,Off Spin,Saeed Ajmal,1
Mirpur,ODI,Right,37.6,Spin,Off Spin,Saeed Ajmal,1
Mirpur,ODI,Right,38.1,Fast,Straight Seam,Umar Gul,1
Mirpur,ODI,Right,38.5,Fast,Straight Seam,Umar Gul,1
Mirpur,ODI,Right,39.5,Spin,Off Spin,Saeed Ajmal,0
Mirpur,ODI,Right,39.6,Spin,Off Spin,Saeed Ajmal,1
Mirpur,ODI,Right,40.1,Fast,Straight Seam,Umar Gul,0
Mirpur,ODI,Right,40.2,Fast,Straight Seam,Umar Gul,3
Mirpur,ODI,Right,40.4,Fast,Straight Seam,Umar Gul,4
Mirpur,ODI,Right,40.5,Fast,Straight Seam,Umar Gul,6
Mirpur,ODI,Right,40.6,Fast,Straight Seam,Umar Gul,2
Mirpur,ODI,Right,41.2,Fast,Straight Seam,Wahab Riaz,0
Mirpur,ODI,Right,41.3,Fast,Straight Seam,Wahab Riaz,4
Mirpur,ODI,Right,41.4,Fast,Straight Seam,Wahab Riaz,4
Mirpur,ODI,Right,41.5,Fast,Straight Seam,Wahab Riaz,4
Mirpur,ODI,Right,41.6,Fast,Straight Seam,Wahab Riaz,0
Mirpur,ODI,Right,42.3,Spin,Straight Seam,Shahid Afridi,1
Mirpur,ODI,Right,43.2,Spin,Leg Spin,Saeed Ajmal,4
Mirpur,ODI,Right,43.3,Spin,Leg Spin,Saeed Ajmal,1
Mirpur,ODI,Right,43.6,Spin,Leg Spin,Saeed Ajmal,2
Mirpur,ODI,Right,44.4,Spin,Off Spin,Shahid Afridi,4
Mirpur,ODI,Right,44.5,Spin,Off Spin,Shahid Afridi,1
Mirpur,ODI,Right,45.1,Fast,Straight Seam,Umar Gul,4
Mirpur,ODI,Right,45.2,Fast,Straight Seam,Umar Gul,1
Mirpur,ODI,Right,45.3,Fast,Straight Seam,Umar Gul,1
Mirpur,ODI,Right,45.6,Fast,Straight Seam,Umar Gul,1
Mirpur,ODI,Right,46.1,Fast,Straight Seam,Aizaz Cheema,4
Mirpur,ODI,Right,46.2,Fast,Straight Seam,Aizaz Cheema,1
Mirpur,ODI,Right,46.4,Fast,Straight Seam,Aizaz Cheema,1
Mirpur,ODI,Right,47.1,Fast,Inswinger,Umar Gul,W
Hambantota,ODI,Right,2.3,Fast,Straight Seam,Nuwan Kulasekara,0
Hambantota,ODI,Right,2.4,Fast,Inswinger,Nuwan Kulasekara,0
Hambantota,ODI,Right,2.5,Fast,Straight Seam,Nuwan Kulasekara,4
Hambantota,ODI,Right,2.6,Fast,Outswinger,Nuwan Kulasekara,0
Hambantota,ODI,Right,3.6,Fast,Straight Seam,Lasith Malinga,4
Hambantota,ODI,Right,4.4,Fast,Inswinger,Nuwan Kulasekara,0
Hambantota,ODI,Right,4.5,Fast,Straight Seam,Nuwan Kulasekara,0
Hambantota,ODI,Right,4.6,Fast,Inswinger,Nuwan Kulasekara,0
Hambantota,ODI,Right,6.1,Fast,Straight Seam,Nuwan Kulasekara,0
Hambantota,ODI,Right,6.2,Fast,Outswinger,Nuwan Kulasekara,3
Hambantota,ODI,Right,7.1,Fast,Straight Seam,Angelo Mathews,0
Hambantota,ODI,Right,7.2,Fast,Outswinger,Angelo Mathews,0
Hambantota,ODI,Right,7.3,Fast,Outswinger,Angelo Mathews,1
Hambantota,ODI,Right,7.6,Fast,Straight Seam,Angelo Mathews,0
